sheet,subject_type,time_min,BG_mM,TG_mM,sensor_signal,signal_type
Fig1e_Calibration,calibration,,,0.0,0.0,delta_I_I0
Fig1e_Calibration,calibration,,,0.5,9.58111,delta_I_I0
Fig1e_Calibration,calibration,,,1.0,20.00062,delta_I_I0
Fig1e_Calibration,calibration,,,1.5,30.7721,delta_I_I0
Fig1e_Calibration,calibration,,,2.0,39.81526,delta_I_I0
Fig1e_Calibration,calibration,,,2.5,51.06388,delta_I_I0
Fig1e_Calibration,calibration,,,3.0,61.109,delta_I_I0
Fig2h,normal_beagle,0.0,,0.327,,delta_V_V0_pct
Fig2h,normal_beagle,0.3333333333333333,150.0,0.328,11.11111,delta_V_V0_pct
Fig2h,normal_beagle,0.6666666666666666,300.0,0.331,,delta_V_V0_pct
Fig2h,normal_beagle,1.0,450.0,0.332,11.11111,delta_V_V0_pct
Fig2h,normal_beagle,1.3333333333333333,600.0,0.333,,delta_V_V0_pct
Fig2h,normal_beagle,1.6666666666666667,750.0,0.334,11.11111,delta_V_V0_pct
Fig2h,normal_beagle,2.0,900.0,0.33,133.33333,delta_V_V0_pct
Fig2h,normal_beagle,2.3333333333333335,1050.0,0.333,77.77778,delta_V_V0_pct
Fig2h,normal_beagle,2.6666666666666665,1200.0,0.33,55.55556,delta_V_V0_pct
Fig2h,normal_beagle,3.0,1350.0,0.333,33.33333,delta_V_V0_pct
Fig2h,normal_beagle,3.3333333333333335,1500.0,0.333,,delta_V_V0_pct
Fig2h,normal_beagle,3.6666666666666665,1650.0,0.332,11.11111,delta_V_V0_pct
Fig2h,normal_beagle,4.0,1800.0,0.329,,delta_V_V0_pct
Fig2h,normal_beagle,4.333333333333333,1950.0,0.327,11.11111,delta_V_V0_pct
Fig2h,normal_beagle,4.666666666666667,2100.0,0.33,22.22222,delta_V_V0_pct
Fig2h,normal_beagle,5.0,2250.0,0.331,11.11111,delta_V_V0_pct
Fig2h,normal_beagle,5.333333333333333,2400.0,0.467,,delta_V_V0_pct
Fig2h,normal_beagle,5.666666666666667,2550.0,0.444,,delta_V_V0_pct
Fig2h,normal_beagle,6.0,2700.0,0.432,11.11111,delta_V_V0_pct
Fig2h,normal_beagle,6.333333333333333,2850.0,0.409,,delta_V_V0_pct
Fig2h,normal_beagle,6.666666666666667,3000.0,0.413,11.11111,delta_V_V0_pct
Fig2h,normal_beagle,7.0,3150.0,0.383,111.11111,delta_V_V0_pct
Fig2h,normal_beagle,7.333333333333333,,0.378,77.77778,delta_V_V0_pct
Fig2h,normal_beagle,7.666666666666667,,0.367,55.55556,delta_V_V0_pct
Fig2h,normal_beagle,8.0,,0.375,44.44444,delta_V_V0_pct
Fig2h,normal_beagle,8.333333333333334,,0.362,,delta_V_V0_pct
Fig2h,normal_beagle,8.666666666666666,,0.369,,delta_V_V0_pct
Fig2h,normal_beagle,9.0,,0.36,11.11111,delta_V_V0_pct
Fig2h,normal_beagle,9.333333333333334,,0.361,11.11111,delta_V_V0_pct
Fig2h,normal_beagle,9.666666666666666,,0.348,,delta_V_V0_pct
Fig2h,normal_beagle,10.0,,0.328,11.11111,delta_V_V0_pct
Fig2h,normal_beagle,10.333333333333334,,0.326,,delta_V_V0_pct
Fig2h,normal_beagle,10.666666666666666,,0.33,11.11111,delta_V_V0_pct
Fig2h,normal_beagle,11.0,,0.333,22.22222,delta_V_V0_pct
Fig2h,normal_beagle,11.333333333333334,,0.332,11.11111,delta_V_V0_pct
Fig2h,normal_beagle,11.666666666666666,,0.329,11.11111,delta_V_V0_pct
Fig2h,normal_beagle,12.0,,0.327,122.22222,delta_V_V0_pct
Fig2h,normal_beagle,12.333333333333334,,0.327,88.88889,delta_V_V0_pct
Fig2h,normal_beagle,12.666666666666666,,0.325,55.55556,delta_V_V0_pct
Fig2h,normal_beagle,13.0,,0.328,22.22222,delta_V_V0_pct
Fig2h,normal_beagle,13.333333333333334,,0.329,11.11111,delta_V_V0_pct
Fig2h,normal_beagle,13.666666666666666,,0.328,,delta_V_V0_pct
Fig2h,normal_beagle,14.0,,0.326,11.11111,delta_V_V0_pct
Fig2h,normal_beagle,14.333333333333334,,0.325,22.22222,delta_V_V0_pct
Fig2h,normal_beagle,14.666666666666666,,0.324,11.11111,delta_V_V0_pct
Fig2h,normal_beagle,15.0,,0.326,11.11111,delta_V_V0_pct
Fig2h,normal_beagle,15.333333333333334,,0.323,22.22222,delta_V_V0_pct
Fig2h,normal_beagle,15.666666666666666,,0.324,11.11111,delta_V_V0_pct
Fig2h,normal_beagle,16.0,,0.326,,delta_V_V0_pct
Fig2h,normal_beagle,16.333333333333332,,0.324,11.11111,delta_V_V0_pct
Fig2h,normal_beagle,16.666666666666668,,0.326,11.11111,delta_V_V0_pct
Fig2h,normal_beagle,17.0,,0.325,,delta_V_V0_pct
Fig2h,normal_beagle,17.333333333333332,,0.321,,delta_V_V0_pct
Fig2h,normal_beagle,17.666666666666668,,0.324,,delta_V_V0_pct
Fig2h,normal_beagle,18.0,,0.326,,delta_V_V0_pct
Fig2h,normal_beagle,18.333333333333332,,0.33,,delta_V_V0_pct
Fig2h,normal_beagle,18.666666666666668,,0.33,,delta_V_V0_pct
Fig2h,normal_beagle,19.0,,0.33,,delta_V_V0_pct
Fig2h,normal_beagle,19.333333333333332,,0.33,,delta_V_V0_pct
Fig2h,normal_beagle,19.666666666666668,,0.335,,delta_V_V0_pct
Fig2h,normal_beagle,20.0,,0.332,,delta_V_V0_pct
Fig2h,normal_beagle,20.333333333333332,,0.437,,delta_V_V0_pct
Fig2h,normal_beagle,20.666666666666668,,0.431,,delta_V_V0_pct
Fig2h,normal_beagle,21.0,,0.41,,delta_V_V0_pct
Fig2h,normal_beagle,21.333333333333332,,0.413,,delta_V_V0_pct
Fig2h,normal_beagle,21.666666666666668,,0.396,,delta_V_V0_pct
Fig2h,normal_beagle,22.0,,0.392,,delta_V_V0_pct
Fig2h,normal_beagle,22.333333333333332,,0.397,,delta_V_V0_pct
Fig2h,normal_beagle,22.666666666666668,,0.384,,delta_V_V0_pct
Fig2h,normal_beagle,23.0,,0.38,,delta_V_V0_pct
Fig2h,normal_beagle,23.333333333333332,,0.36,,delta_V_V0_pct
Fig2h,normal_beagle,23.666666666666668,,0.349,,delta_V_V0_pct
Fig2h,normal_beagle,24.0,,0.338,,delta_V_V0_pct
Fig2h,normal_beagle,24.333333333333332,,0.333,,delta_V_V0_pct
Fig2h,normal_beagle,24.666666666666668,,0.327,,delta_V_V0_pct
Fig2h,normal_beagle,25.0,,0.33,,delta_V_V0_pct
Fig2h,normal_beagle,25.333333333333332,,0.331,,delta_V_V0_pct
Fig2h,normal_beagle,25.666666666666668,,0.331,,delta_V_V0_pct
Fig2h,normal_beagle,26.0,,0.331,,delta_V_V0_pct
Fig2h,normal_beagle,26.333333333333332,,0.333,,delta_V_V0_pct
Fig2h,normal_beagle,26.666666666666668,,0.328,,delta_V_V0_pct
Fig2h,normal_beagle,27.0,,0.326,,delta_V_V0_pct
Fig2h,normal_beagle,27.333333333333332,,0.327,,delta_V_V0_pct
Fig2h,normal_beagle,27.666666666666668,,0.328,,delta_V_V0_pct
Fig2h,normal_beagle,28.0,,0.324,,delta_V_V0_pct
Fig2h,normal_beagle,28.333333333333332,,0.323,,delta_V_V0_pct
Fig2h,normal_beagle,28.666666666666668,,0.321,,delta_V_V0_pct
Fig2h,normal_beagle,29.0,,0.321,,delta_V_V0_pct
Fig2h,normal_beagle,29.333333333333332,,0.323,,delta_V_V0_pct
Fig2h,normal_beagle,29.666666666666668,,0.325,,delta_V_V0_pct
Fig2h,normal_beagle,30.0,,0.323,,delta_V_V0_pct
Fig2h,normal_beagle,30.333333333333332,,0.323,,delta_V_V0_pct
Fig2h,normal_beagle,30.666666666666668,,0.325,,delta_V_V0_pct
Fig2h,normal_beagle,31.0,,0.327,,delta_V_V0_pct
Fig2h,normal_beagle,31.333333333333332,,0.324,,delta_V_V0_pct
Fig2h,normal_beagle,31.666666666666668,,0.327,,delta_V_V0_pct
Fig2h,normal_beagle,32.0,,0.326,,delta_V_V0_pct
Fig2h,normal_beagle,32.333333333333336,,0.324,,delta_V_V0_pct
Fig2h,normal_beagle,32.666666666666664,,0.324,,delta_V_V0_pct
Fig2h,normal_beagle,33.0,,0.323,,delta_V_V0_pct
Fig2h,normal_beagle,33.333333333333336,,0.325,,delta_V_V0_pct
Fig2h,normal_beagle,33.666666666666664,,0.323,,delta_V_V0_pct
Fig2h,normal_beagle,34.0,,0.324,,delta_V_V0_pct
Fig2h,normal_beagle,34.333333333333336,,0.327,,delta_V_V0_pct
Fig2h,normal_beagle,34.666666666666664,,0.325,,delta_V_V0_pct
Fig2h,normal_beagle,35.0,,0.326,,delta_V_V0_pct
Fig2h,normal_beagle,35.333333333333336,,0.451,,delta_V_V0_pct
Fig2h,normal_beagle,35.666666666666664,,0.428,,delta_V_V0_pct
Fig2h,normal_beagle,36.0,,0.433,,delta_V_V0_pct
Fig2h,normal_beagle,36.333333333333336,,0.412,,delta_V_V0_pct
Fig2h,normal_beagle,36.666666666666664,,0.407,,delta_V_V0_pct
Fig2h,normal_beagle,37.0,,0.387,,delta_V_V0_pct
Fig2h,normal_beagle,37.333333333333336,,0.372,,delta_V_V0_pct
Fig2h,normal_beagle,37.666666666666664,,0.363,,delta_V_V0_pct
Fig2h,normal_beagle,38.0,,0.361,,delta_V_V0_pct
Fig2h,normal_beagle,38.333333333333336,,0.359,,delta_V_V0_pct
Fig2h,normal_beagle,38.666666666666664,,0.354,,delta_V_V0_pct
Fig2h,normal_beagle,39.0,,0.347,,delta_V_V0_pct
Fig2h,normal_beagle,39.333333333333336,,0.327,,delta_V_V0_pct
Fig2h,normal_beagle,39.666666666666664,,0.329,,delta_V_V0_pct
Fig2h,normal_beagle,40.0,,0.324,,delta_V_V0_pct
Fig2h,normal_beagle,40.333333333333336,,0.323,,delta_V_V0_pct
Fig2h,normal_beagle,40.666666666666664,,0.327,,delta_V_V0_pct
Fig2h,normal_beagle,41.0,,0.328,,delta_V_V0_pct
Fig2h,normal_beagle,41.333333333333336,,0.329,,delta_V_V0_pct
Fig2h,normal_beagle,41.666666666666664,,0.327,,delta_V_V0_pct
Fig2h,normal_beagle,42.0,,0.328,,delta_V_V0_pct
Fig2h,normal_beagle,42.333333333333336,,0.325,,delta_V_V0_pct
Fig2h,normal_beagle,42.666666666666664,,0.326,,delta_V_V0_pct
Fig2h,normal_beagle,43.0,,0.325,,delta_V_V0_pct
Fig2h,normal_beagle,43.333333333333336,,0.331,,delta_V_V0_pct
Fig2h,normal_beagle,43.666666666666664,,0.326,,delta_V_V0_pct
Fig2h,normal_beagle,44.0,,0.326,,delta_V_V0_pct
Fig2h,normal_beagle,44.333333333333336,,0.325,,delta_V_V0_pct
Fig2h,normal_beagle,44.666666666666664,,0.322,,delta_V_V0_pct
Fig2h,normal_beagle,45.0,,0.322,,delta_V_V0_pct
Fig2h,normal_beagle,45.333333333333336,,0.324,,delta_V_V0_pct
Fig2h,normal_beagle,45.666666666666664,,0.323,,delta_V_V0_pct
Fig2h,normal_beagle,46.0,,0.323,,delta_V_V0_pct
Fig2h,normal_beagle,46.333333333333336,,0.322,,delta_V_V0_pct
Fig2h,normal_beagle,46.666666666666664,,0.319,,delta_V_V0_pct
Fig2h,normal_beagle,47.0,,0.319,,delta_V_V0_pct
Fig2h,normal_beagle,47.333333333333336,,0.323,,delta_V_V0_pct
Fig2h,normal_beagle,47.666666666666664,,0.322,,delta_V_V0_pct
Fig2h,normal_beagle,48.0,,0.324,,delta_V_V0_pct
Fig2h,normal_beagle,48.333333333333336,,0.325,,delta_V_V0_pct
Fig2h,normal_beagle,48.666666666666664,,0.331,,delta_V_V0_pct
Fig2h,normal_beagle,49.0,,0.33,,delta_V_V0_pct
Fig2h,normal_beagle,49.333333333333336,,0.329,,delta_V_V0_pct
Fig2h,normal_beagle,49.666666666666664,,0.325,,delta_V_V0_pct
Fig2h,normal_beagle,50.0,,0.324,,delta_V_V0_pct
Fig2h,normal_beagle,50.333333333333336,,0.322,,delta_V_V0_pct
Fig2h,normal_beagle,50.666666666666664,,0.321,,delta_V_V0_pct
Fig2h,normal_beagle,51.0,,0.323,,delta_V_V0_pct
Fig2h,normal_beagle,51.333333333333336,,0.323,,delta_V_V0_pct
Fig2h,normal_beagle,51.666666666666664,,0.325,,delta_V_V0_pct
Fig3c,normal_beagle,0.0,6.21,0.423,,
Fig3c,normal_beagle,1.0,,0.393,,
Fig3c,normal_beagle,2.0,,0.373,,
Fig3c,normal_beagle,3.0,,0.368,,
Fig3c,normal_beagle,4.0,,0.4,,
Fig3c,normal_beagle,5.0,,0.389,,
Fig3c,normal_beagle,6.0,,0.423,,
Fig3c,normal_beagle,7.0,,0.38,,
Fig3c,normal_beagle,8.0,,0.42,,
Fig3c,normal_beagle,9.0,,0.379,,
Fig3c,normal_beagle,10.0,7.13,0.362,,
Fig3c,normal_beagle,11.0,,0.412,,
Fig3c,normal_beagle,12.0,,0.451,,
Fig3c,normal_beagle,13.0,,0.429,,
Fig3c,normal_beagle,14.0,,0.49,,
Fig3c,normal_beagle,15.0,,0.51,,
Fig3c,normal_beagle,16.0,,0.544,,
Fig3c,normal_beagle,17.0,,0.503,,
Fig3c,normal_beagle,18.0,,0.549,,
Fig3c,normal_beagle,19.0,,0.569,,
Fig3c,normal_beagle,20.0,8.54,0.562,,
Fig3c,normal_beagle,21.0,,0.589,,
Fig3c,normal_beagle,22.0,,0.61,,
Fig3c,normal_beagle,23.0,,0.629,,
Fig3c,normal_beagle,24.0,,0.631,,
Fig3c,normal_beagle,25.0,,0.662,,
Fig3c,normal_beagle,26.0,,0.696,,
Fig3c,normal_beagle,27.0,,0.723,,
Fig3c,normal_beagle,28.0,,0.709,,
Fig3c,normal_beagle,29.0,,0.743,,
Fig3c,normal_beagle,30.0,9.88,0.757,,
Fig3c,normal_beagle,31.0,,0.779,,
Fig3c,normal_beagle,32.0,,0.809,,
Fig3c,normal_beagle,33.0,,0.832,,
Fig3c,normal_beagle,34.0,,0.813,,
Fig3c,normal_beagle,35.0,,0.862,,
Fig3c,normal_beagle,36.0,,0.858,,
Fig3c,normal_beagle,37.0,,0.869,,
Fig3c,normal_beagle,38.0,,0.889,,
Fig3c,normal_beagle,39.0,,0.9,,
Fig3c,normal_beagle,40.0,11.04,0.926,,
Fig3c,normal_beagle,41.0,,0.919,,
Fig3c,normal_beagle,42.0,,0.937,,
Fig3c,normal_beagle,43.0,,0.941,,
Fig3c,normal_beagle,44.0,,0.96,,
Fig3c,normal_beagle,45.0,,0.967,,
Fig3c,normal_beagle,46.0,,0.978,,
Fig3c,normal_beagle,47.0,,0.991,,
Fig3c,normal_beagle,48.0,,0.977,,
Fig3c,normal_beagle,49.0,,1.006,,
Fig3c,normal_beagle,50.0,10.11,1.039,,
Fig3c,normal_beagle,51.0,,1.033,,
Fig3c,normal_beagle,52.0,,1.056,,
Fig3c,normal_beagle,53.0,,1.059,,
Fig3c,normal_beagle,54.0,,1.05,,
Fig3c,normal_beagle,55.0,,1.037,,
Fig3c,normal_beagle,56.0,,1.04,,
Fig3c,normal_beagle,57.0,,1.022,,
Fig3c,normal_beagle,58.0,,1.011,,
Fig3c,normal_beagle,59.0,,0.978,,
Fig3c,normal_beagle,60.0,9.41,0.976,,
Fig3c,normal_beagle,61.0,,0.971,,
Fig3c,normal_beagle,62.0,,0.979,,
Fig3c,normal_beagle,63.0,,0.958,,
Fig3c,normal_beagle,64.0,,0.95,,
Fig3c,normal_beagle,65.0,,0.962,,
Fig3c,normal_beagle,66.0,,0.942,,
Fig3c,normal_beagle,67.0,,0.958,,
Fig3c,normal_beagle,68.0,,0.95,,
Fig3c,normal_beagle,69.0,,0.95,,
Fig3c,normal_beagle,70.0,8.55,0.939,,
Fig3c,normal_beagle,71.0,,0.933,,
Fig3c,normal_beagle,72.0,,0.921,,
Fig3c,normal_beagle,73.0,,0.929,,
Fig3c,normal_beagle,74.0,,0.92,,
Fig3c,normal_beagle,75.0,,0.908,,
Fig3c,normal_beagle,76.0,,0.91,,
Fig3c,normal_beagle,77.0,,0.901,,
Fig3c,normal_beagle,78.0,,0.89,,
Fig3c,normal_beagle,79.0,,0.889,,
Fig3c,normal_beagle,80.0,7.98,0.876,,
Fig3c,normal_beagle,81.0,,0.858,,
Fig3c,normal_beagle,82.0,,0.87,,
Fig3c,normal_beagle,83.0,,0.853,,
Fig3c,normal_beagle,84.0,,0.858,,
Fig3c,normal_beagle,85.0,,0.858,,
Fig3c,normal_beagle,86.0,,0.84,,
Fig3c,normal_beagle,87.0,,0.83,,
Fig3c,normal_beagle,88.0,,0.81,,
Fig3c,normal_beagle,89.0,,0.787,,
Fig3c,normal_beagle,90.0,7.44,0.804,,
Fig3c,normal_beagle,91.0,,0.756,,
Fig3c,normal_beagle,92.0,,0.749,,
Fig3c,normal_beagle,93.0,,0.753,,
Fig3c,normal_beagle,94.0,,0.74,,
Fig3c,normal_beagle,95.0,,0.73,,
Fig3c,normal_beagle,96.0,,0.74,,
Fig3c,normal_beagle,97.0,,0.731,,
Fig3c,normal_beagle,98.0,,0.721,,
Fig3c,normal_beagle,99.0,,0.708,,
Fig3c,normal_beagle,100.0,7.02,0.703,,
Fig3c,normal_beagle,101.0,,0.691,,
Fig3c,normal_beagle,102.0,,0.688,,
Fig3c,normal_beagle,103.0,,0.68,,
Fig3c,normal_beagle,104.0,,0.666,,
Fig3c,normal_beagle,105.0,,0.671,,
Fig3c,normal_beagle,106.0,,0.656,,
Fig3c,normal_beagle,107.0,,0.671,,
Fig3c,normal_beagle,108.0,,0.68,,
Fig3c,normal_beagle,109.0,,0.65,,
Fig3c,normal_beagle,110.0,6.71,0.637,,
Fig3c,normal_beagle,111.0,,0.651,,
Fig3c,normal_beagle,112.0,,0.647,,
Fig3c,normal_beagle,113.0,,0.641,,
Fig3c,normal_beagle,114.0,,0.628,,
Fig3c,normal_beagle,115.0,,0.607,,
Fig3c,normal_beagle,116.0,,0.622,,
Fig3c,normal_beagle,117.0,,0.634,,
Fig3c,normal_beagle,118.0,,0.618,,
Fig3c,normal_beagle,119.0,,0.61,,
Fig3c,normal_beagle,120.0,6.58,0.614,,
Fig4e_normal,normal_beagle,-15.0,3.94,0.231,,
Fig4e_normal,normal_beagle,-14.0,,0.22,,
Fig4e_normal,normal_beagle,-13.0,,0.227,,
Fig4e_normal,normal_beagle,-12.0,,0.23,,
Fig4e_normal,normal_beagle,-11.0,,0.211,,
Fig4e_normal,normal_beagle,-10.0,,0.25,,
Fig4e_normal,normal_beagle,-9.0,,0.238,,
Fig4e_normal,normal_beagle,-8.0,,0.22,,
Fig4e_normal,normal_beagle,-7.0,,0.218,,
Fig4e_normal,normal_beagle,-6.0,,0.23,,
Fig4e_normal,normal_beagle,-5.0,,0.229,,
Fig4e_normal,normal_beagle,-4.0,,0.22,,
Fig4e_normal,normal_beagle,-3.0,,0.24,,
Fig4e_normal,normal_beagle,-2.0,,0.243,,
Fig4e_normal,normal_beagle,-1.0,,0.241,,
Fig4e_normal,normal_beagle,0.0,4.06,0.25,,
Fig4e_normal,normal_beagle,1.0,,0.237,,
Fig4e_normal,normal_beagle,2.0,14.16,0.252,,
Fig4e_normal,normal_beagle,3.0,,0.269,,
Fig4e_normal,normal_beagle,4.0,,0.282,,
Fig4e_normal,normal_beagle,5.0,16.72,0.31,,
Fig4e_normal,normal_beagle,6.0,,0.4,,
Fig4e_normal,normal_beagle,7.0,,0.462,,
Fig4e_normal,normal_beagle,8.0,,0.429,,
Fig4e_normal,normal_beagle,9.0,,0.522,,
Fig4e_normal,normal_beagle,10.0,13.4,0.53,,
Fig4e_normal,normal_beagle,11.0,,0.61,,
Fig4e_normal,normal_beagle,12.0,,0.651,,
Fig4e_normal,normal_beagle,13.0,,0.69,,
Fig4e_normal,normal_beagle,14.0,,0.788,,
Fig4e_normal,normal_beagle,15.0,12.28,0.844,,
Fig4e_normal,normal_beagle,16.0,,0.86,,
Fig4e_normal,normal_beagle,17.0,,0.91,,
Fig4e_normal,normal_beagle,18.0,,0.888,,
Fig4e_normal,normal_beagle,19.0,,0.885,,
Fig4e_normal,normal_beagle,20.0,,0.829,,
Fig4e_normal,normal_beagle,21.0,,0.813,,
Fig4e_normal,normal_beagle,22.0,,0.822,,
Fig4e_normal,normal_beagle,23.0,,0.761,,
Fig4e_normal,normal_beagle,24.0,,0.741,,
Fig4e_normal,normal_beagle,25.0,,0.746,,
Fig4e_normal,normal_beagle,26.0,,0.689,,
Fig4e_normal,normal_beagle,27.0,,0.702,,
Fig4e_normal,normal_beagle,28.0,,0.641,,
Fig4e_normal,normal_beagle,29.0,,0.598,,
Fig4e_normal,normal_beagle,30.0,10.23,0.569,,
Fig4e_normal,normal_beagle,31.0,,0.593,,
Fig4e_normal,normal_beagle,32.0,,0.59,,
Fig4e_normal,normal_beagle,33.0,,0.584,,
Fig4e_normal,normal_beagle,34.0,,0.563,,
Fig4e_normal,normal_beagle,35.0,,0.54,,
Fig4e_normal,normal_beagle,36.0,,0.529,,
Fig4e_normal,normal_beagle,37.0,,0.552,,
Fig4e_normal,normal_beagle,38.0,,0.553,,
Fig4e_normal,normal_beagle,39.0,,0.539,,
Fig4e_normal,normal_beagle,40.0,,0.542,,
Fig4e_normal,normal_beagle,41.0,,0.551,,
Fig4e_normal,normal_beagle,42.0,,0.518,,
Fig4e_normal,normal_beagle,43.0,,0.524,,
Fig4e_normal,normal_beagle,44.0,,0.531,,
Fig4e_normal,normal_beagle,45.0,9.12,0.519,,
Fig4e_normal,normal_beagle,46.0,,0.522,,
Fig4e_normal,normal_beagle,47.0,,0.51,,
Fig4e_normal,normal_beagle,48.0,,0.539,,
Fig4e_normal,normal_beagle,49.0,,0.522,,
Fig4e_normal,normal_beagle,50.0,,0.511,,
Fig4e_normal,normal_beagle,51.0,,0.511,,
Fig4e_normal,normal_beagle,52.0,,0.5,,
Fig4e_normal,normal_beagle,53.0,,0.447,,
Fig4e_normal,normal_beagle,54.0,,0.44,,
Fig4e_normal,normal_beagle,55.0,,0.459,,
Fig4e_normal,normal_beagle,56.0,,0.432,,
Fig4e_normal,normal_beagle,57.0,,0.42,,
Fig4e_normal,normal_beagle,58.0,,0.399,,
Fig4e_normal,normal_beagle,59.0,,0.392,,
Fig4e_normal,normal_beagle,60.0,8.3,0.401,,
Fig4e_normal,normal_beagle,61.0,,0.369,,
Fig4e_normal,normal_beagle,62.0,,0.411,,
Fig4e_normal,normal_beagle,63.0,,0.4,,
Fig4e_normal,normal_beagle,64.0,,0.378,,
Fig4e_normal,normal_beagle,65.0,,0.368,,
Fig4e_normal,normal_beagle,66.0,,0.403,,
Fig4e_normal,normal_beagle,67.0,,0.41,,
Fig4e_normal,normal_beagle,68.0,,0.401,,
Fig4e_normal,normal_beagle,69.0,,0.402,,
Fig4e_normal,normal_beagle,70.0,,0.381,,
Fig4e_normal,normal_beagle,71.0,,0.368,,
Fig4e_normal,normal_beagle,72.0,,0.368,,
Fig4e_normal,normal_beagle,73.0,,0.384,,
Fig4e_normal,normal_beagle,74.0,,0.364,,
Fig4e_normal,normal_beagle,75.0,7.02,0.35,,
Fig4e_normal,normal_beagle,76.0,,0.349,,
Fig4e_normal,normal_beagle,77.0,,0.358,,
Fig4e_normal,normal_beagle,78.0,,0.35,,
Fig4e_normal,normal_beagle,79.0,,0.361,,
Fig4e_normal,normal_beagle,80.0,,0.364,,
Fig4e_normal,normal_beagle,81.0,,0.332,,
Fig4e_normal,normal_beagle,82.0,,0.339,,
Fig4e_normal,normal_beagle,83.0,,0.33,,
Fig4e_normal,normal_beagle,84.0,,0.331,,
Fig4e_normal,normal_beagle,85.0,,0.32,,
Fig4e_normal,normal_beagle,86.0,,0.291,,
Fig4e_normal,normal_beagle,87.0,,0.329,,
Fig4e_normal,normal_beagle,88.0,,0.319,,
Fig4e_normal,normal_beagle,89.0,,0.308,,
Fig4e_normal,normal_beagle,90.0,6.51,0.304,,
Fig4e_normal,normal_beagle,91.0,,0.3,,
Fig4e_normal,normal_beagle,92.0,,0.313,,
Fig4e_normal,normal_beagle,93.0,,0.339,,
Fig4e_normal,normal_beagle,94.0,,0.35,,
Fig4e_normal,normal_beagle,95.0,,0.312,,
Fig4e_normal,normal_beagle,96.0,,0.308,,
Fig4e_normal,normal_beagle,97.0,,0.289,,
Fig4e_normal,normal_beagle,98.0,,0.289,,
Fig4e_normal,normal_beagle,99.0,,0.321,,
Fig4e_normal,normal_beagle,100.0,,0.301,,
Fig4e_normal,normal_beagle,101.0,,0.299,,
Fig4e_normal,normal_beagle,102.0,,0.306,,
Fig4e_normal,normal_beagle,103.0,,0.311,,
Fig4e_normal,normal_beagle,104.0,,0.313,,
Fig4e_normal,normal_beagle,105.0,5.67,0.299,,
Fig4e_normal,normal_beagle,106.0,,0.301,,
Fig4e_normal,normal_beagle,107.0,,0.308,,
Fig4e_normal,normal_beagle,108.0,,0.3,,
Fig4e_normal,normal_beagle,109.0,,0.287,,
Fig4e_normal,normal_beagle,110.0,,0.29,,
Fig4e_normal,normal_beagle,111.0,,0.288,,
Fig4e_normal,normal_beagle,112.0,,0.308,,
Fig4e_normal,normal_beagle,113.0,,0.302,,
Fig4e_normal,normal_beagle,114.0,,0.3,,
Fig4e_normal,normal_beagle,115.0,,0.311,,
Fig4e_normal,normal_beagle,116.0,,0.291,,
Fig4e_normal,normal_beagle,117.0,,0.279,,
Fig4e_normal,normal_beagle,118.0,,0.276,,
Fig4e_normal,normal_beagle,119.0,,0.302,,
Fig4e_normal,normal_beagle,120.0,,0.278,,
Fig4e_normal,normal_beagle,121.0,,0.279,,
Fig4e_normal,normal_beagle,122.0,,0.29,,
Fig4e_normal,normal_beagle,123.0,,0.279,,
Fig4e_normal,normal_beagle,124.0,,0.28,,
Fig4e_normal,normal_beagle,125.0,,0.261,,
Fig4f_diabetic,diabetic_beagle,-15.0,13.83,0.75,,
Fig4f_diabetic,diabetic_beagle,-14.0,,0.746,,
Fig4f_diabetic,diabetic_beagle,-13.0,,0.749,,
Fig4f_diabetic,diabetic_beagle,-12.0,,0.76,,
Fig4f_diabetic,diabetic_beagle,-11.0,,0.749,,
Fig4f_diabetic,diabetic_beagle,-10.0,,0.751,,
Fig4f_diabetic,diabetic_beagle,-9.0,,0.751,,
Fig4f_diabetic,diabetic_beagle,-8.0,,0.735,,
Fig4f_diabetic,diabetic_beagle,-7.0,,0.75,,
Fig4f_diabetic,diabetic_beagle,-6.0,,0.75,,
Fig4f_diabetic,diabetic_beagle,-5.0,,0.77,,
Fig4f_diabetic,diabetic_beagle,-4.0,,0.75,,
Fig4f_diabetic,diabetic_beagle,-3.0,,0.731,,
Fig4f_diabetic,diabetic_beagle,-2.0,,0.742,,
Fig4f_diabetic,diabetic_beagle,-1.0,,0.749,,
Fig4f_diabetic,diabetic_beagle,0.0,13.79,0.771,,
Fig4f_diabetic,diabetic_beagle,1.0,,0.862,,
Fig4f_diabetic,diabetic_beagle,2.0,21.54,0.922,,
Fig4f_diabetic,diabetic_beagle,3.0,,0.901,,
Fig4f_diabetic,diabetic_beagle,4.0,,0.98,,
Fig4f_diabetic,diabetic_beagle,5.0,28.39,0.969,,
Fig4f_diabetic,diabetic_beagle,6.0,,1.073,,
Fig4f_diabetic,diabetic_beagle,7.0,,1.18,,
Fig4f_diabetic,diabetic_beagle,8.0,,1.308,,
Fig4f_diabetic,diabetic_beagle,9.0,,1.482,,
Fig4f_diabetic,diabetic_beagle,10.0,22.72,1.527,,
Fig4f_diabetic,diabetic_beagle,11.0,,1.757,,
Fig4f_diabetic,diabetic_beagle,12.0,,1.85,,
Fig4f_diabetic,diabetic_beagle,13.0,,1.821,,
Fig4f_diabetic,diabetic_beagle,14.0,,1.998,,
